,X,Index,Date,Year,Prev_date,nest_number,ID,Species,Start.Time,AMPM,AMPM_asnumeric,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,ID_day,two_before_start,Air.Mean.2hr,Air.SD.2hr,Air.Max.2hr,Air.Min.2hr,log_Duration,Air_CV,TempRange_Mean,TempRange_SD,Date_2,Month_Year,Date_Written,predict_BestMod2hr
522,681,320,7/14/2015,2015,7/13/2015,15-36,2015SC036,SC,17.56,PM,2,120,39.318,34.889,34.116,6.33,21.01,21.02,14:28:03,2015SC036_51,3.56,20.65035,2.097292158,23.497,14.529,4.787491743,0.101562064,two,two,7/14/2015,15-Jul,14-Jul-15,167.6416456
59,88,101,6/14/2015,2015,6/13/2015,15-13,2015BW013,BW,7.57,AM,1,148,20.46,33.105,27.845,6.24,21.05,21.05,14:40:59,2015BW013_21,5.57,20.3744869,1.28934699,23.905,17.867,4.997212274,0.063282427,two,one,6/14/2015,15-Jun,14-Jun-15,167.5248344
480,628,316,7/11/2015,2015,7/10/2015,15-36,2015SC036,SC,19.28,PM,2,66,30.343,34.308,31.928,6.31,21.03,21.03,14:31:16,2015SC036_48,5.28,20.44000484,1.928274766,23.569,14.984,4.189654742,0.094338273,two,one,7/11/2015,15-Jul,11-Jul-15,167.5185343
435,578,341,7/4/2015,2015,7/3/2015,15-40,2015BW040,BW,17.37,PM,2,94,36.092,35.77,32.595,6.27,21.05,21.05,14:37:10,2015BW040_41,3.37,22.01274153,1.300429443,24.195,20.079,4.543294782,0.059076215,two,one,7/4/2015,15-Jul,4-Jul-15,167.5034344
36,55,105,6/16/2015,2015,6/15/2015,15-13,2015BW013,BW,5.57,AM,1,56,17.938,32.33,30.339,6.22,21.03,21.02,14:40:45,2015BW013_23,3.57,20.23775963,1.175832653,22.513,17.938,4.025351691,0.05810093,two,one,6/16/2015,15-Jun,16-Jun-15,167.4792952
34,52,118,6/23/2015,2015,6/22/2015,15-13,2015BW013,BW,6.07,AM,1,220,20.293,33.105,31.122,6.23,21.04,21.04,14:41:38,2015BW013_30,4.07,20.17390139,1.141860425,22.465,17.867,5.393627546,0.056600873,two,one,6/23/2015,15-Jun,23-Jun-15,167.3670982
147,221,175,6/28/2015,2015,6/27/2015,15-21,2015BW021,BW,8.01,AM,1,216,21.056,39.886,37.678,6.25,21.05,21.05,14:40:20,2015BW021_35,6.01,20.23667608,1.7694225,26.109,15.843,5.375278408,0.08743642,two,one,6/28/2015,15-Jun,28-Jun-15,167.3638265
518,676,253,7/8/2015,2015,7/7/2015,15-27,2015BW027,BW,17.36,PM,2,94,33.001,37.7,37.026,6.3,21.04,21.04,14:34:05,2015BW027_45,3.36,20.3930573,2.081482622,23.448,13.305,4.543294782,0.102068199,two,two,7/8/2015,15-Jul,8-Jul-15,167.2544217
32,50,112,6/19/2015,2015,6/18/2015,15-13,2015BW013,BW,7.41,AM,1,218,21.939,31.23,30.235,6.22,21.04,21.03,14:41:27,2015BW013_26,5.41,20.13285516,1.132657664,23.064,17.867,5.384495063,0.056259167,two,one,6/19/2015,15-Jun,19-Jun-15,167.234662
578,745,489,6/12/2016,2016,6/11/2016,16-12,2016BW012,BW,16.39,PM,2,228,44.411,38.7,34.543,6.22,21.02,21.01,14:39:54,2016BW012_113,14.39,42.36069292,2.836107639,45,33.835,5.429345629,0.066951399,five,two,6/12/2016,16-Jun,12-Jun-16,167.2256594
515,673,307,7/1/2015,2015,6/30/2015,15-36,2015SC036,SC,18.38,PM,2,154,42.803,36.579,35.376,6.26,21.05,21.05,14:38:59,2015SC036_38,4.38,20.45070944,2.073600058,23.232,14.529,5.036952602,0.101395018,two,two,7/1/2015,15-Jul,1-Jul-15,167.2035323
516,674,311,7/6/2015,2015,7/5/2015,15-36,2015SC036,SC,18.38,PM,2,168,28.023,33.992,32.776,6.28,21.04,21.04,14:35:43,2015SC036_43,4.38,20.45070944,2.073600058,23.232,14.529,5.123963979,0.101395018,two,two,7/6/2015,15-Jul,6-Jul-15,167.2035323
500,658,324,7/16/2015,2015,7/15/2015,15-36,2015SC036,SC,18.58,PM,2,98,39.177,36.335,35.459,6.35,21,21.01,14:25:41,2015SC036_53,4.58,20.38720097,2.018698166,23.232,14.577,4.584967479,0.099017917,two,two,7/16/2015,15-Jul,16-Jul-15,167.1754586
28,43,114,6/20/2015,2015,6/19/2015,15-13,2015BW013,BW,6.27,AM,1,164,20.317,32.536,30.45,6.22,21.04,21.04,14:41:34,2015BW013_27,4.27,20.04710786,1.068104679,22.345,17.867,5.099866428,0.053279739,two,one,6/20/2015,15-Jun,20-Jun-15,167.1744163
23,37,117,6/22/2015,2015,6/21/2015,15-13,2015BW013,BW,6.37,AM,1,170,20.793,32.355,31.33,6.23,21.04,21.04,14:41:40,2015BW013_29,4.37,19.99864253,1.042241427,21.939,17.867,5.135798437,0.052115609,one,one,6/22/2015,15-Jun,22-Jun-15,167.089646
509,667,233,6/27/2015,2015,6/26/2015,15-27,2015BW027,BW,17.56,PM,2,96,34.44,38.532,33.932,6.24,21.05,21.05,14:40:41,2015BW027_34,3.56,20.28998571,2.036494571,23.448,13.473,4.564348191,0.100369443,two,two,6/27/2015,15-Jun,27-Jun-15,167.0263208
24,38,110,6/18/2015,2015,6/17/2015,15-13,2015BW013,BW,7.23,AM,1,238,19.627,30.318,30.283,6.22,21.03,21.03,14:41:16,2015BW013_25,5.23,19.98689831,1.046215768,22.465,17.867,5.472270674,0.052345079,one,one,6/18/2015,15-Jun,18-Jun-15,167.0202058
731,900,421,7/27/2015,2015,7/26/2015,15-50,2015BW050,BW,23.49,PM,2,78,27.481,38.504,38.144,6.43,20.53,20.54,14:10:01,2015BW050_64,9.49,29.28989508,3.942933429,38.868,21.795,4.356708827,0.134617533,three,two,7/27/2015,15-Jul,27-Jul-15,167.0087118
504,662,252,7/7/2015,2015,7/6/2015,15-27,2015BW027,BW,18,PM,2,70,27.554,38.924,36.268,6.29,21.04,21.04,14:34:55,2015BW027_44,4,20.26357546,2.025722477,23.448,13.473,4.248495242,0.09996866,two,two,7/7/2015,15-Jul,7-Jul-15,166.9642679
505,663,260,7/12/2015,2015,7/11/2015,15-27,2015BW027,BW,18,PM,2,56,36.905,37.838,35.928,6.32,21.02,21.03,14:30:14,2015BW027_49,4,20.26357546,2.025722477,23.448,13.473,4.025351691,0.09996866,two,two,7/12/2015,15-Jul,12-Jul-15,166.9642679
423,566,332,7/3/2015,2015,7/2/2015,15-37,2015BW037,BW,17.31,PM,2,120,31.153,38.17,35.084,6.27,21.05,21.05,14:37:50,2015BW037_40,3.31,20.12349048,1.175363811,22.872,17.843,4.787491743,0.058407552,two,one,7/3/2015,15-Jul,3-Jul-15,166.9637604
502,660,237,6/29/2015,2015,6/28/2015,15-27,2015BW027,BW,18.02,PM,2,44,34.255,34.889,33.346,6.25,21.05,21.05,14:39:56,2015BW027_36,4.02,20.25257062,2.02202913,23.448,13.473,3.784189634,0.099840616,two,two,6/29/2015,15-Jun,29-Jun-15,166.9346142
225,350,99,6/26/2015,2015,6/25/2015,15-11,2015BW011,BW,2.14,AM,1,264,20.936,21.294,21.952,6.24,21.05,21.05,14:41:13,2015BW011_33,0.14,20.87714783,2.413941374,26.109,16.487,5.575949103,0.115626013,two,two,6/26/2015,15-Jun,26-Jun-15,166.8885739
455,600,619,7/12/2016,2016,7/11/2016,16-38,2016BW038,BW,18.18,PM,2,146,45,39.545,37.448,6.33,21.02,21.02,14:29:25,2016BW038_143,16.18,44.6261987,1.449987238,45,35.182,4.983606622,0.032491838,five,one,7/12/2016,16-Jul,12-Jul-16,166.8097463
181,272,247,7/4/2015,2015,7/3/2015,15-27,2015BW027,BW,8.32,AM,1,164,20.555,37.755,35.505,6.27,21.05,21.05,14:37:10,2015BW027_41,6.32,20.79792252,1.941006129,25.987,14.601,5.099866428,0.093326924,two,one,7/4/2015,15-Jul,4-Jul-15,166.6972126
581,748,497,6/17/2016,2016,6/16/2016,16-12,2016BW012,BW,16.41,PM,2,156,38.784,39.149,35.032,6.22,21.03,21.03,14:41:24,2016BW012_118,14.41,42.27182353,2.877755275,45,32.536,5.049856007,0.068077387,five,two,6/17/2016,16-Jun,17-Jun-16,166.644942
412,555,439,8/2/2015,2015,8/1/2015,15-56,2015BW056,BW,17.11,PM,2,212,45,38.868,35.403,6.48,20.48,20.49,13:59:48,2015BW056_70,3.11,20.96119492,0.948766202,22.585,19.341,5.356586275,0.045262983,two,one,8/2/2015,15-Aug,2-Aug-15,166.3870096
121,176,33,6/7/2015,2015,6/6/2015,15-7,2015SC07,SC,6.56,AM,1,120,18.818,36.796,36.479,6.22,21,20.59,14:37:56,2015SC07_14,4.56,18.91740763,1.55756061,21.939,15.294,4.787491743,0.082334781,one,one,6/7/2015,15-Jun,7-Jun-15,166.3866446
410,553,440,8/3/2015,2015,8/2/2015,15-56,2015BW056,BW,17.15,PM,2,156,45,37.453,34.141,6.49,20.47,20.48,13:58:01,2015BW056_71,3.15,20.94257203,0.935655182,22.585,19.341,5.049856007,0.044677186,two,one,8/3/2015,15-Aug,3-Aug-15,166.3695861
411,554,441,8/4/2015,2015,8/3/2015,15-56,2015BW056,BW,17.15,PM,2,186,45,37.618,34.101,6.49,20.46,20.47,13:56:11,2015BW056_72,3.15,20.94257203,0.935655182,22.585,19.341,5.225746674,0.044677186,two,one,8/4/2015,15-Aug,4-Aug-15,166.3695861
170,258,259,7/11/2015,2015,7/10/2015,15-27,2015BW027,BW,8.26,AM,1,204,22.753,37.206,34.199,6.31,21.03,21.03,14:31:16,2015BW027_48,6.26,20.67134625,1.922009563,25.793,14.433,5.318119994,0.092979409,two,one,7/11/2015,15-Jul,11-Jul-15,166.2440159
479,627,258,7/11/2015,2015,7/10/2015,15-27,2015BW027,BW,18.52,PM,2,54,30.697,37.921,37.026,6.31,21.03,21.03,14:31:16,2015BW027_48,4.52,19.98054802,1.927982945,23.424,13.473,3.988984047,0.096492996,one,one,7/11/2015,15-Jul,11-Jul-15,166.2147624
478,625,236,6/28/2015,2015,6/27/2015,15-27,2015BW027,BW,18.58,PM,2,92,29.215,38.476,36.446,6.25,21.05,21.05,14:40:20,2015BW027_35,4.58,19.95879742,1.909360087,23.328,13.473,4.521788577,0.095665087,one,one,6/28/2015,15-Jun,28-Jun-15,166.2102155
583,750,482,6/9/2016,2016,6/8/2016,16-12,2016BW012,BW,16.43,PM,2,212,42.803,42.803,33.243,6.22,21,20.59,14:38:23,2016BW012_110,14.43,42.18183051,2.913265072,45,32.536,5.356586275,0.069064454,five,two,6/9/2016,16-Jun,9-Jun-16,166.0887016
407,549,442,8/5/2015,2015,8/4/2015,15-56,2015BW056,BW,17.39,PM,2,170,45,38.449,34.952,6.5,20.45,20.46,13:54:21,2015BW056_73,3.39,20.806175,0.883893722,22.369,18.985,5.135798437,0.042482279,two,one,8/5/2015,15-Aug,5-Aug-15,166.0306261
564,728,554,6/20/2016,2016,6/19/2016,16-29,2016BW029,BW,17.37,PM,2,162,39.065,38.309,35.357,6.23,21.04,21.03,14:41:40,2016BW029_121,15.37,43.73292232,2.462669721,45,34.969,5.087596335,0.056311575,five,two,6/20/2016,16-Jun,20-Jun-16,166.0049062
641,808,510,6/10/2016,2016,6/9/2016,16-15,2016BW015,BW,17.28,PM,2,140,38.672,33.809,30.603,6.22,21.01,21,14:38:57,2016BW015_111,15.28,42.50195928,3.378439388,45,32.098,4.941642423,0.079489027,five,two,6/10/2016,16-Jun,10-Jun-16,165.8009407
162,248,254,7/8/2015,2015,7/7/2015,15-27,2015BW027,BW,8.18,AM,1,244,17.534,38.143,36.249,6.3,21.04,21.04,14:34:05,2015BW027_45,6.18,20.51614528,1.896372903,25.598,14.433,5.497168225,0.092433197,two,one,7/8/2015,15-Jul,8-Jul-15,165.6995225
160,244,245,7/3/2015,2015,7/2/2015,15-27,2015BW027,BW,8.16,AM,1,164,22.609,38.282,35.426,6.27,21.05,21.05,14:37:50,2015BW027_40,6.16,20.47987732,1.889567303,25.598,14.433,5.099866428,0.092264581,two,one,7/3/2015,15-Jul,3-Jul-15,165.5761731
33,51,342,7/4/2015,2015,7/3/2015,15-40,2015BW040,BW,8.09,AM,1,252,21.867,31.868,30.885,6.27,21.05,21.05,14:37:10,2015BW040_41,6.09,22.03064831,1.141101368,24.677,20.15,5.529429088,0.051796087,two,one,7/4/2015,15-Jul,4-Jul-15,165.3734786
114,165,97,6/24/2015,2015,6/23/2015,15-11,2015BW011,BW,6.12,AM,1,190,19.222,35.823,33.638,6.23,21.05,21.04,14:41:33,2015BW011_31,4.12,19.50218267,1.507711874,22.202,16.082,5.247024072,0.077309904,one,one,6/24/2015,15-Jun,24-Jun-15,165.3071758
105,144,82,6/12/2015,2015,6/11/2015,15-11,2015BW011,BW,7.08,AM,1,166,17.32,35.85,33.321,6.22,21.01,21.01,14:39:34,2015BW011_19,5.08,19.4261064,1.45635326,22.298,16.058,5.111987788,0.074968871,one,one,6/12/2015,15-Jun,12-Jun-15,165.2254896
467,612,618,7/11/2016,2016,7/10/2016,16-38,2016BW038,BW,18.32,PM,2,124,45,39.093,37.678,6.32,21.02,21.02,14:30:29,2016BW038_142,16.32,44.50684914,1.698581297,45,34.651,4.820281566,0.038164492,five,one,7/11/2016,16-Jul,11-Jul-16,165.1099879
421,564,362,7/21/2015,2015,7/20/2015,15-43,2015BW043,BW,13.1,PM,2,152,28.766,34.387,32.136,6.38,20.57,20.58,14:19:06,2015BW043_58,-0.9,24.75348,1.16704916,27.014,22.202,5.023880521,0.047146872,two,one,7/21/2015,15-Jul,21-Jul-15,165.0941172
571,737,553,6/19/2016,2016,6/18/2016,16-29,2016BW029,BW,17.41,PM,2,120,39.234,37.866,34.805,6.22,21.04,21.03,14:41:38,2016BW029_120,15.41,43.63075282,2.590437657,45,34.387,4.787491743,0.05937183,five,two,6/19/2016,16-Jun,19-Jun-16,164.955856
608,775,677,7/15/2016,2016,7/14/2016,16-48,2016BW048,BW,16.57,PM,2,160,36.742,38.924,30.684,6.35,21.01,21.01,14:25:59,2016BW048_146,14.57,39.96574011,3.118079554,45,33.757,5.075173815,0.078018812,four,two,7/15/2016,16-Jul,15-Jul-16,164.8954966
200,304,230,6/25/2015,2015,6/24/2015,15-27,2015BW027,BW,5.18,AM,1,200,21.652,35.77,32.635,6.23,21.05,21.05,14:41:25,2015BW027_32,3.18,20.51289762,2.115677721,23.665,13.305,5.298317367,0.103138901,two,two,6/25/2015,15-Jun,25-Jun-15,164.6384938
609,776,682,7/19/2016,2016,7/18/2016,16-48,2016BW048,BW,17.01,PM,2,190,40.057,39.093,35.911,6.37,20.58,20.59,14:20:50,2016BW048_150,15.01,39.8333209,3.121578642,45,33.574,5.247024072,0.078366015,four,two,7/19/2016,16-Jul,19-Jul-16,164.309787
150,225,257,7/10/2015,2015,7/9/2015,15-27,2015BW027,BW,7.42,AM,1,258,20.507,36.933,36.332,6.31,21.03,21.03,14:32:15,2015BW027_47,5.42,20.03269734,1.798210877,24.823,14.266,5.552959585,0.089763792,two,one,7/10/2015,15-Jul,10-Jul-15,164.0908307
194,292,249,7/5/2015,2015,7/4/2015,15-27,2015BW027,BW,5.54,AM,1,256,20.15,38.393,37.017,6.28,21.04,21.05,14:36:28,2015BW027_42,3.54,20.29534786,2.038307413,23.448,13.473,5.545177444,0.100432248,two,two,7/5/2015,15-Jul,5-Jul-15,164.0730917
211,331,453,8/16/2015,2015,8/15/2015,15-58,2015BW058,BW,6.47,AM,1,192,22.25,35.102,35.145,6.59,20.32,20.33,13:32:39,2015BW058_81,4.47,19.07880196,2.33511434,23.569,13.425,5.257495372,0.122393133,one,two,8/16/2015,15-Aug,16-Aug-15,164.0611931
22,35,22,6/5/2015,2015,6/4/2015,15-5,2015SC05,SC,4.02,AM,1,116,21.032,33.966,27.829,6.23,20.58,20.57,14:35:03,2015SC05_12,2.02,20.61415208,0.998934944,22.609,18.794,4.753590191,0.048458697,two,one,6/5/2015,15-Jun,5-Jun-15,163.5979887
574,741,559,6/25/2016,2016,6/24/2016,16-29,2016BW029,BW,17.45,PM,2,144,43.982,38.952,36.918,6.24,21.05,21.05,14:41:03,2016BW029_126,15.45,43.49612271,2.757431525,45,33.001,4.9698133,0.063394881,five,two,6/25/2016,16-Jun,25-Jun-16,163.5800384
186,281,238,6/29/2015,2015,6/28/2015,15-27,2015BW027,BW,6.28,AM,1,150,18.58,37.783,36.143,6.25,21.05,21.05,14:39:56,2015BW027_36,4.28,20.10030428,1.983695915,23.448,13.473,5.010635294,0.098689845,two,one,6/29/2015,15-Jun,29-Jun-15,163.495736
155,238,240,6/30/2015,2015,6/29/2015,15-27,2015BW027,BW,7.14,AM,1,244,18.224,38.756,36.791,6.26,21.05,21.05,14:39:28,2015BW027_37,5.14,19.93293382,1.853556157,23.256,13.522,5.497168225,0.092989631,one,one,6/30/2015,15-Jun,30-Jun-15,163.3979018
158,242,232,6/26/2015,2015,6/25/2015,15-27,2015BW027,BW,7.06,AM,1,246,20.174,37.096,31.243,6.24,21.05,21.05,14:41:13,2015BW027_33,5.06,19.93864084,1.88242585,23.184,13.473,5.505331536,0.094410941,one,one,6/26/2015,15-Jun,26-Jun-15,163.2845861
755,925,531,6/11/2016,2016,6/10/2016,16-20,2016BW020,BW,18.5,PM,2,112,35.716,38.17,32.304,6.22,21.01,21,14:39:27,2016BW020_112,16.5,40.70974185,4.239653066,45,29.74,4.718498871,0.104143452,five,three,6/11/2016,16-Jun,11-Jun-16,162.6640145
801,975,721,8/4/2016,2016,8/3/2016,16-55,2016BW055,BW,16.52,PM,2,192,45,31.586,28.105,6.5,20.45,20.45,13:54:48,2016BW055_166,14.52,42.57656558,5.612860382,45,19.579,5.257495372,0.131829806,five,three,8/4/2016,16-Aug,4-Aug-16,162.5208824
612,779,481,6/8/2016,2016,6/7/2016,16-12,2016BW012,BW,16.57,PM,2,206,39.857,38.337,33.045,6.22,21,20.59,14:37:47,2016BW012_109,14.57,41.46964606,3.14458136,45,32.536,5.327876169,0.075828507,five,two,6/8/2016,16-Jun,8-Jun-16,161.9240347
613,780,487,6/11/2016,2016,6/10/2016,16-12,2016BW012,BW,16.57,PM,2,180,40.631,37.425,33.794,6.22,21.01,21,14:39:27,2016BW012_112,14.57,41.46964606,3.14458136,45,32.536,5.192956851,0.075828507,five,two,6/11/2016,16-Jun,11-Jun-16,161.9240347
438,581,355,7/16/2015,2015,7/15/2015,15-43,2015BW043,BW,15.04,PM,2,200,45,40.228,38.427,6.35,21,21.01,14:25:41,2015BW043_53,1.04,24.12271751,1.31397678,26.549,20.913,5.298317367,0.054470512,two,one,7/16/2015,15-Jul,16-Jul-15,161.6822337
632,799,15,6/4/2015,2015,6/3/2015,15-3,2015SC03,SC,15.16,PM,2,224,45,37.261,36.615,6.23,20.57,20.57,14:34:13,2015SC03_11,1.16,16.90733686,3.323263927,22.274,9.46,5.411646052,0.196557504,one,two,6/4/2015,15-Jun,4-Jun-15,161.4205482
1,1,443,8/5/2015,2015,8/4/2015,15-56,2015BW056,BW,7.13,AM,1,92,20.269,35.985,32.653,6.5,20.45,20.46,13:54:21,2015BW056_73,5.13,20.03773305,0.537122872,21.342,18.961,4.521788577,0.026805571,two,one,8/5/2015,15-Aug,5-Aug-15,161.416691
676,845,638,7/6/2016,2016,7/5/2016,16-39,2016BW039,BW,15.58,PM,2,194,41.502,37.206,35.039,6.29,21.04,21.03,14:35:07,2016BW039_137,13.58,42.55341162,3.651457594,45,31.128,5.267858159,0.08580881,five,two,7/6/2016,16-Jul,6-Jul-16,161.3963602
805,980,716,7/31/2016,2016,7/30/2016,16-55,2016BW055,BW,16.58,PM,2,226,45,34.045,32.093,6.47,20.49,20.49,14:02:01,2016BW055_162,14.58,42.48522016,5.774576637,45,19.579,5.420534999,0.135919659,five,three,7/31/2016,16-Jul,31-Jul-16,161.3562564
633,800,12,6/2/2015,2015,6/1/2015,15-3,2015SC03,SC,15.22,PM,2,240,45,36.606,34.548,6.24,20.56,20.55,14:32:23,2015SC03_9,1.22,16.86649788,3.324022643,22.178,9.46,5.480638923,0.197078413,one,two,6/2/2015,15-Jun,2-Jun-15,161.3177558
694,863,642,7/10/2016,2016,7/9/2016,16-39,2016BW039,BW,15.38,PM,2,206,45,37.015,35.824,6.31,21.03,21.03,14:31:30,2016BW039_141,13.38,42.68615981,3.792574188,45,30.091,5.327876169,0.088847866,five,two,7/10/2016,16-Jul,10-Jul-16,161.293014
699,868,644,7/12/2016,2016,7/11/2016,16-39,2016BW039,BW,15.34,PM,2,248,45,36.417,34.748,6.33,21.02,21.02,14:29:25,2016BW039_143,13.34,42.70255085,3.813324054,45,30.091,5.513428746,0.089299678,five,two,7/12/2016,16-Jul,12-Jul-16,161.2643755
486,642,660,7/4/2016,2016,7/3/2016,16-43,2016BW043,BW,16.21,PM,2,294,45,36.769,36.497,6.28,21.04,21.04,14:36:39,2016BW043_135,14.21,44.21161501,1.971178845,45,35.315,5.683579767,0.04458509,five,one,7/4/2016,16-Jul,4-Jul-16,161.0464052
308,446,437,8/9/2015,2015,8/8/2015,15-50,2015BW050,BW,11.19,AM,1,188,24.219,36.851,35.942,6.54,20.4,20.41,13:46:44,2015BW050_77,9.19,27.9209435,3.423963148,36.878,22.393,5.236441963,0.122630639,three,two,8/9/2015,15-Aug,9-Aug-15,160.6365653
662,829,639,7/7/2016,2016,7/6/2016,16-39,2016BW039,BW,16.24,PM,2,166,41.443,35.85,34.959,6.29,21.04,21.04,14:34:17,2016BW039_138,14.24,42.20924524,3.536437096,45,31.637,5.111987788,0.083783472,five,two,7/7/2016,16-Jul,7-Jul-16,160.4666499
653,820,646,7/14/2016,2016,7/13/2016,16-39,2016BW039,BW,16.3,PM,2,100,42.654,36.633,34.768,6.34,21.01,21.01,14:27:10,2016BW039_145,14.3,42.08112833,3.508181194,45,31.637,4.605170186,0.08336709,five,two,7/14/2016,16-Jul,14-Jul-16,160.0510418
809,984,698,7/20/2016,2016,7/19/2016,16-55,2016BW055,BW,17.04,PM,2,236,45,36.092,33.91,6.38,20.58,20.57,14:19:27,2016BW055_151,15.04,42.35398332,5.970604734,45,19.579,5.463831805,0.140969143,five,three,7/20/2016,16-Jul,20-Jul-16,159.8563954
634,801,10,6/1/2015,2015,5/31/2015,15-3,2015SC03,SC,17.02,PM,2,190,35.797,36.525,33.906,6.24,20.55,20.55,14:31:24,2015SC03_8,3.02,16.22528229,3.327206947,20.388,8.643,5.247024072,0.205063116,one,two,6/1/2015,15-Jun,1-Jun-15,159.7243137
635,802,17,6/6/2015,2015,6/5/2015,15-3,2015SC03,SC,17.02,PM,2,172,41.268,36.878,35.119,6.23,20.58,20.58,14:35:51,2015SC03_13,3.02,16.22528229,3.327206947,20.388,8.643,5.147494477,0.205063116,one,two,6/6/2015,15-Jun,6-Jun-15,159.7243137
614,781,675,7/13/2016,2016,7/12/2016,16-48,2016BW048,BW,17.31,PM,2,176,36.878,38.644,35.104,6.33,21.01,21.02,14:28:19,2016BW048_144,15.31,38.77738444,3.154531657,45,32.794,5.170483995,0.081349779,four,two,7/13/2016,16-Jul,13-Jul-16,159.6151114
654,821,643,7/11/2016,2016,7/10/2016,16-39,2016BW039,BW,16.34,PM,2,172,41.443,37.261,36.173,6.32,21.02,21.02,14:30:29,2016BW039_142,14.34,41.96988862,3.510481921,45,31.663,5.147494477,0.08364287,five,two,7/11/2016,16-Jul,11-Jul-16,159.5620618
457,602,125,6/18/2015,2015,6/17/2015,15-14,2015SC014,SC,16.51,PM,2,136,33.157,29.464,28.017,6.22,21.03,21.03,14:41:16,2015SC014_25,2.51,20.22613051,1.478284581,22.944,17.915,4.912654886,0.073087859,two,one,6/18/2015,15-Jun,18-Jun-15,159.0320871
660,827,640,7/8/2016,2016,7/7/2016,16-39,2016BW039,BW,16.4,PM,2,110,34.995,35.342,32.956,6.3,21.03,21.03,14:33:24,2016BW039_139,14.4,41.8054463,3.53347247,45,32.201,4.700480366,0.084521822,five,two,7/8/2016,16-Jul,8-Jul-16,158.7456873
745,914,641,7/9/2016,2016,7/8/2016,16-39,2016BW039,BW,14.5,PM,2,248,45,35.743,34.356,6.31,21.03,21.03,14:32:29,2016BW039_140,12.5,42.38546368,4.065330341,45,30.091,5.513428746,0.095913315,five,three,7/9/2016,16-Jul,9-Jul-16,158.6986503
625,792,13,6/3/2015,2015,6/2/2015,15-3,2015SC03,SC,18.34,PM,2,132,33.652,37.069,32.911,6.23,20.57,20.56,14:33:19,2015SC03_10,4.34,15.64181886,3.245778186,19.508,8.245,4.882801923,0.207506443,one,two,6/3/2015,15-Jun,3-Jun-15,158.4725334
615,782,683,7/20/2016,2016,7/19/2016,16-48,2016BW048,BW,17.37,PM,2,198,39.857,39.177,35.999,6.38,20.58,20.57,14:19:27,2016BW048_151,15.37,38.51213107,3.157055882,45,32.613,5.288267031,0.081975622,four,two,7/20/2016,16-Jul,20-Jul-16,158.4632703
626,793,4,5/27/2015,2015,5/26/2015,15-3,2015SC03,SC,18.36,PM,2,96,23.593,36.796,30.563,6.26,20.52,20.51,14:25:50,2015SC03_3,4.36,15.62545445,3.246050612,19.508,8.245,4.564348191,0.207741197,one,two,5/27/2015,15-May,27-May-15,158.4314181
442,585,120,6/15/2015,2015,6/14/2015,15-14,2015SC014,SC,18.01,PM,2,174,27.554,29.941,29.477,6.22,21.02,21.02,14:40:24,2015SC014_22,4.01,19.61654407,1.348728577,22.25,17.034,5.159055299,0.068754648,one,one,6/15/2015,15-Jun,15-Jun-15,157.8287822
616,783,685,7/21/2016,2016,7/20/2016,16-48,2016BW048,BW,17.41,PM,2,218,41.239,39.886,36.828,6.39,20.57,20.57,14:18:02,2016BW048_152,15.41,38.35448136,3.159898586,45,32.304,5.384495063,0.082386685,four,two,7/21/2016,16-Jul,21-Jul-16,157.7722796
439,582,123,6/17/2015,2015,6/16/2015,15-14,2015SC014,SC,18.17,PM,2,124,30.318,30.192,28.357,6.22,21.03,21.03,14:41:02,2015SC014_24,4.17,19.5012,1.31522288,22.178,17.034,4.820281566,0.067443177,one,one,6/17/2015,15-Jun,17-Jun-15,157.6222244
430,573,127,6/19/2015,2015,6/18/2015,15-14,2015SC014,SC,19.03,PM,2,114,30.293,29.015,27.874,6.22,21.04,21.03,14:41:27,2015SC014_26,5.03,19.35115085,1.233054264,21.772,17.034,4.736198448,0.063719945,one,one,6/19/2015,15-Jun,19-Jun-15,157.444174
817,992,717,8/1/2016,2016,7/31/2016,16-55,2016BW055,BW,17.18,PM,2,204,45,34.176,31.622,6.48,20.48,20.49,14:00:15,2016BW055_163,15.18,42.11169565,6.297338435,45,19.579,5.318119994,0.149538943,five,four,8/1/2016,16-Aug,1-Aug-16,157.2552954
683,852,546,6/20/2016,2016,6/19/2016,16-28,2016BW028,BW,17.2,PM,2,196,36.417,41.473,37.587,6.23,21.04,21.03,14:41:40,2016BW028_121,15.2,39.87866667,3.690637652,45,32.484,5.278114659,0.092546666,four,two,6/20/2016,16-Jun,20-Jun-16,156.5755574
818,993,706,7/25/2016,2016,7/24/2016,16-55,2016BW055,BW,17.24,PM,2,180,43.951,36.552,33.368,6.42,20.54,20.54,14:12:00,2016BW055_156,15.24,42.0317736,6.387276076,45,19.579,5.192956851,0.15196304,five,four,7/25/2016,16-Jul,25-Jul-16,156.4824633
670,839,645,7/13/2016,2016,7/12/2016,16-39,2016BW039,BW,16.52,PM,2,192,43.86,36.173,34.962,6.33,21.01,21.02,14:28:19,2016BW039_144,14.52,41.34118337,3.617319075,45,32.201,5.257495372,0.087499166,five,two,7/13/2016,16-Jul,13-Jul-16,156.3504308
