Index,ID_day,AMPM_ID_day,Start.Time,Date,Year,Prev_date,nest_number,ID,Species,AMPM,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,two_before_start,Air.Mean.24hr,Air.SD.24hr,Air.Max.24hr,Air.Min.24hr,Air.Mean.Morn,Air.SD.Morn,Air.Max.Morn,Air.Min.Morn,Air.Mean.Aft,Air.SD.Aft,Air.Max.Aft,Air.Min.Aft,Air.Mean.PrevDay,Air.SD.PrevDay,Air.Max.PrevDay,Air.Min.PrevDay,Air.Mean.PrevAft,Air.SD.PrevAft,Air.Max.PrevAft,Air.Min.PrevAft,Air.Mean.PrevNight,Air.SD.PrevNight,Air.Max.PrevNight,Air.Min.PrevNight,nest.Mean.2hr,nest.SD.2hr,nest.Max.2hr,nest.Min.2hr,nest.Mean.24hr,nest.SD.24hr,nest.Max.24hr,nest.Min.24hr,nest.Mean.Morn,nest.SD.Morn,nest.Max.Morn,nest.Min.Morn,nest.Mean.Aft,nest.SD.Aft,nest.Max.Aft,nest.Min.Aft,nest.Mean.PrevDay,nest.SD.PrevDay,nest.Max.PrevDay,nest.Min.PrevDay,nest.Mean.PrevAft,nest.SD.PrevAft,nest.Max.PrevAft,nest.Min.PrevAft,nest.Mean.PrevNight,nest.SD.PrevNight,nest.Max.PrevNight,nest.Min.PrevNight,log_Duration,CV.24hr,CV.Morn,CV.Aft,CV.PrevDay,CV.PrevAft,CV.PrevNight,X24hr_thirds,Date_2,Month_Year,Date_Written,predictedtime
779,2016SC017_118,PM_2016SC017_118,18.51,5/29/2016,2016,5/28/2016,16-2,2016SC02,SC,PM,126,30.293,35.985,32.884,6.22,21.03,21.03,14:41:24,17.48,31.17927639,9.069258415,45,19.96,30.652375,9.369739486,45,19.96,39.11001107,6.28846229,45,27.333,29.34696667,9.413211376,45,18.414,38.2135203,6.862268886,45,25.866,23.21793907,1.401017703,25.817,20.079,34.86982405,2.095210217,39.488,27.751,35.16228472,0.756014768,36.173,30.849,34.96202381,0.254904278,35.636,34.572,35.17953875,1.143643485,36.173,30.849,34.36041528,2.045705105,35.743,24.339,34.84028413,1.418461513,35.743,30.066,35.11715054,0.23734945,35.395,34.492,4.836281907,0.290874564,0.305677439,0.16078907,0.320755855,0.179576988,0.060342035,Warm,5/29/2016,16-May,29-May-16,18.38381425
780,2016SC017_119,PM_2016SC017_119,18.38,6/18/2016,2016,6/17/2016,16-17,2016SC017,SC,PM,158,20.865,35.368,28.327,6.22,21.04,21.03,14:41:33,5.06,29.90055833,8.697497377,45,20.484,29.0984881,7.493514859,45,20.555,37.85246863,6.766369657,45,25.089,31.17927639,9.069258415,45,19.96,39.11001107,6.28846229,45,27.333,23.69556631,2.190741033,27.235,20.484,33.63896287,3.331140635,35.77,18.271,34.41997639,2.211825728,36.146,25.647,32.90868452,3.380577115,35.662,25.647,34.65930996,1.971994955,36.146,28.444,35.16228472,0.756014768,36.173,30.849,35.17953875,1.143643485,36.173,30.849,35.23469534,0.447578196,35.823,34.466,5.062595033,0.290880768,0.257522481,0.178756364,0.290874564,0.16078907,0.092453626,Middle,6/18/2016,16-Jun,18-Jun-16,18.27995135
781,2016SC017_119,AM_2016SC017_119,7.06,6/18/2016,2016,6/17/2016,16-17,2016SC017,SC,AM,158,20.865,35.368,28.327,6.22,21.04,21.03,14:41:33,5.06,29.90055833,8.697497377,45,20.484,29.0984881,7.493514859,45,20.555,37.85246863,6.766369657,45,25.089,31.17927639,9.069258415,45,19.96,39.11001107,6.28846229,45,27.333,23.69556631,2.190741033,27.235,20.484,33.63896287,3.331140635,35.77,18.271,34.41997639,2.211825728,36.146,25.647,32.90868452,3.380577115,35.662,25.647,34.65930996,1.971994955,36.146,28.444,35.16228472,0.756014768,36.173,30.849,35.17953875,1.143643485,36.173,30.849,35.23469534,0.447578196,35.823,34.466,5.062595033,0.290880768,0.257522481,0.178756364,0.290874564,0.16078907,0.092453626,Middle,6/18/2016,16-Jun,18-Jun-16,6.814227967
782,2016SC017_120,PM_2016SC017_120,19.02,6/19/2016,2016,6/18/2016,16-17,2016SC017,SC,PM,170,20.341,35.315,29.39,6.22,21.04,21.03,14:41:38,4.56,30.02023194,9.756249294,45,18.866,30.96165476,9.530610137,45,19.175,38.43665683,6.400910286,45,26.109,29.90055833,8.697497377,45,20.484,37.85246863,6.766369657,45,25.089,20.9164552,1.599035158,24.968,18.866,33.68532526,3.35160023,35.77,18.152,34.80380139,2.114374985,36.552,26.304,33.34295238,3.340308776,35.958,26.304,35.27269373,1.71567151,36.552,29.389,34.41997639,2.211825728,36.146,25.647,34.65930996,1.971994955,36.146,28.444,35.01708961,0.248416675,35.395,34.466,5.135798437,0.324989138,0.307819792,0.1665314,0.290880768,0.178756364,0.076448669,Middle,6/19/2016,16-Jun,19-Jun-16,18.31987217
783,2016SC017_120,AM_2016SC017_120,6.56,6/19/2016,2016,6/18/2016,16-17,2016SC017,SC,AM,170,20.341,35.315,29.39,6.22,21.04,21.03,14:41:38,4.56,30.02023194,9.756249294,45,18.866,30.96165476,9.530610137,45,19.175,38.43665683,6.400910286,45,26.109,29.90055833,8.697497377,45,20.484,37.85246863,6.766369657,45,25.089,20.9164552,1.599035158,24.968,18.866,33.68532526,3.35160023,35.77,18.152,34.80380139,2.114374985,36.552,26.304,33.34295238,3.340308776,35.958,26.304,35.27269373,1.71567151,36.552,29.389,34.41997639,2.211825728,36.146,25.647,34.65930996,1.971994955,36.146,28.444,35.01708961,0.248416675,35.395,34.466,5.135798437,0.324989138,0.307819792,0.1665314,0.290880768,0.178756364,0.076448669,Middle,6/19/2016,16-Jun,19-Jun-16,6.87004298
784,2016SC017_121,AM_2016SC017_121,7.12,6/20/2016,2016,6/19/2016,16-17,2016SC017,SC,AM,210,21.461,35.288,29.292,6.23,21.04,21.03,14:41:40,5.12,31.31042917,9.713526029,45,20.388,32.17631548,9.590188424,45,20.436,39.77419557,6.303541828,45,26.842,30.02023194,9.756249294,45,18.866,38.43665683,6.400910286,45,26.109,22.51517857,1.297603251,26.012,20.388,33.57759806,3.343938693,35.77,18.271,34.91115278,1.787658829,36.444,27.112,33.90510119,2.671975545,36.092,27.112,35.17136162,1.741306849,36.444,29.815,34.80380139,2.114374985,36.552,26.304,35.27269373,1.71567151,36.552,29.389,35.26003571,0.51771154,36.552,34.757,5.347107531,0.310232925,0.298051168,0.158483201,0.324989138,0.1665314,0.057632377,Warm,6/20/2016,16-Jun,20-Jun-16,6.711085355
785,2016SC017_121,PM_2016SC017_121,18.02,6/20/2016,2016,6/19/2016,16-17,2016SC017,SC,PM,210,21.461,35.288,29.292,6.23,21.04,21.03,14:41:40,5.12,31.31042917,9.713526029,45,20.388,32.17631548,9.590188424,45,20.436,39.77419557,6.303541828,45,26.842,30.02023194,9.756249294,45,18.866,38.43665683,6.400910286,45,26.109,22.51517857,1.297603251,26.012,20.388,33.57759806,3.343938693,35.77,18.271,34.91115278,1.787658829,36.444,27.112,33.90510119,2.671975545,36.092,27.112,35.17136162,1.741306849,36.444,29.815,34.80380139,2.114374985,36.552,26.304,35.27269373,1.71567151,36.552,29.389,35.26003571,0.51771154,36.552,34.757,5.347107531,0.310232925,0.298051168,0.158483201,0.324989138,0.1665314,0.057632377,Warm,6/20/2016,16-Jun,20-Jun-16,18.41127363
786,2016SC017_122,PM_2016SC017_122,18.3,6/21/2016,2016,6/20/2016,16-17,2016SC017,SC,PM,216,19.175,34.202,29.455,6.23,21.04,21.04,14:41:39,4.4,31.08095694,10.24273357,45,19.103,31.577375,10.26120073,45,19.103,40.17819557,6.239336789,45,26.109,31.31042917,9.713526029,45,20.388,39.77419557,6.303541828,45,26.842,21.75044444,1.936662078,26.646,19.127,33.70688701,3.429475385,35.77,17.986,34.86828472,2.109093084,37.015,25.987,33.37185714,3.339142434,36.227,25.987,35.56216605,1.555233699,37.015,30.545,34.91115278,1.787658829,36.444,27.112,35.17136162,1.741306849,36.444,29.815,35.0331828,0.710243072,36.308,33.626,5.375278408,0.329550135,0.324954203,0.155291613,0.310232925,0.158483201,0.089040115,Warm,6/21/2016,16-Jun,21-Jun-16,18.43888119
787,2016SC017_122,AM_2016SC017_122,6.4,6/21/2016,2016,6/20/2016,16-17,2016SC017,SC,AM,216,19.175,34.202,29.455,6.23,21.04,21.04,14:41:39,4.4,31.08095694,10.24273357,45,19.103,31.577375,10.26120073,45,19.103,40.17819557,6.239336789,45,26.109,31.31042917,9.713526029,45,20.388,39.77419557,6.303541828,45,26.842,21.75044444,1.936662078,26.646,19.127,33.70688701,3.429475385,35.77,17.986,34.86828472,2.109093084,37.015,25.987,33.37185714,3.339142434,36.227,25.987,35.56216605,1.555233699,37.015,30.545,34.91115278,1.787658829,36.444,27.112,35.17136162,1.741306849,36.444,29.815,35.0331828,0.710243072,36.308,33.626,5.375278408,0.329550135,0.324954203,0.155291613,0.310232925,0.158483201,0.089040115,Warm,6/21/2016,16-Jun,21-Jun-16,6.71749969
788,2016SC017_123,AM_2016SC017_123,7,6/22/2016,2016,6/21/2016,16-17,2016SC017,SC,AM,216,20.674,35.582,30.027,6.23,21.05,21.04,14:41:34,5,32.46657083,9.652603533,45,20.293,32.34525,9.632305181,45,20.317,41.35491176,5.141459803,45,29.715,31.08095694,10.24273357,45,19.103,40.17819557,6.239336789,45,26.109,22.99655914,1.439216754,25.939,20.293,33.67309282,3.336546763,35.77,18.271,35.59134167,1.878974934,39.488,27.014,33.91105952,2.984988285,36.254,27.014,36.30601471,1.177197971,39.488,32.639,34.86828472,2.109093084,37.015,25.987,35.56216605,1.555233699,37.015,30.545,35.83772043,0.226608211,36.227,35.288,5.375278408,0.297308995,0.297796591,0.124325251,0.329550135,0.155291613,0.062584004,Warm,6/22/2016,16-Jun,22-Jun-16,6.638046163
789,2016SC017_123,PM_2016SC017_123,18.26,6/22/2016,2016,6/21/2016,16-17,2016SC017,SC,PM,216,20.674,35.582,30.027,6.23,21.05,21.04,14:41:34,5,32.46657083,9.652603533,45,20.293,32.34525,9.632305181,45,20.317,41.35491176,5.141459803,45,29.715,31.08095694,10.24273357,45,19.103,40.17819557,6.239336789,45,26.109,22.99655914,1.439216754,25.939,20.293,33.67309282,3.336546763,35.77,18.271,35.59134167,1.878974934,39.488,27.014,33.91105952,2.984988285,36.254,27.014,36.30601471,1.177197971,39.488,32.639,34.86828472,2.109093084,37.015,25.987,35.56216605,1.555233699,37.015,30.545,35.83772043,0.226608211,36.227,35.288,5.375278408,0.297308995,0.297796591,0.124325251,0.329550135,0.155291613,0.062584004,Warm,6/22/2016,16-Jun,22-Jun-16,18.51929274
790,2016SC017_124,AM_2016SC017_124,6.58,6/23/2016,2016,6/22/2016,16-17,2016SC017,SC,AM,178,24.026,35.689,30.887,6.23,21.05,21.04,14:41:27,4.58,31.22106111,7.742709108,45,23.713,28.41017857,5.37703098,45,23.713,39.20575368,5.743288707,45,27.727,32.46657083,9.652603533,45,20.293,41.39786347,5.101848436,45,29.815,25.62126523,1.388883606,29.665,23.833,33.67965698,3.343179866,35.77,18.271,35.33363056,1.678559734,37.288,27.751,34.63582143,2.295144214,36.227,27.751,35.45996691,1.854807131,37.288,29.215,35.59134167,1.878974934,39.488,27.014,36.30500738,1.179258502,39.488,32.639,35.71740502,0.617910686,36.878,34.202,5.18178355,0.247996347,0.189264244,0.146490965,0.297308995,0.123239414,0.054208237,Warm,6/23/2016,16-Jun,23-Jun-16,6.726646398
791,2016SC017_124,PM_2016SC017_124,18.34,6/23/2016,2016,6/22/2016,16-17,2016SC017,SC,PM,178,24.026,35.689,30.887,6.23,21.05,21.04,14:41:27,4.58,31.22106111,7.742709108,45,23.713,28.41017857,5.37703098,45,23.713,39.20575368,5.743288707,45,27.727,32.46657083,9.652603533,45,20.293,41.39786347,5.101848436,45,29.815,25.62126523,1.388883606,29.665,23.833,33.67965698,3.343179866,35.77,18.271,35.33363056,1.678559734,37.288,27.751,34.63582143,2.295144214,36.227,27.751,35.45996691,1.854807131,37.288,29.215,35.59134167,1.878974934,39.488,27.014,36.30500738,1.179258502,39.488,32.639,35.71740502,0.617910686,36.878,34.202,5.18178355,0.247996347,0.189264244,0.146490965,0.297308995,0.123239414,0.054208237,Warm,6/23/2016,16-Jun,23-Jun-16,18.37242883
792,2016SC017_125,PM_2016SC017_125,18.56,6/10/2016,2016,6/9/2016,16-7,2016SC07,SC,PM,118,34.36,37.563,34.581,6.24,21.05,21.04,14:41:16,16.56,31.69280278,9.423983124,45,19.865,31.67305389,8.932044165,45,20.841,40.24811765,5.871470829,45,28.245,31.22106111,7.742709108,45,23.713,39.2481107,5.711193029,45,27.776,23.17548029,2.249324547,27.653,19.865,35.96993785,0.95309785,39.121,30.469,35.73360833,1.926370003,38.616,30.621,34.69864072,2.066426084,38.143,30.621,37.04766912,1.526570742,38.616,31.535,35.33363056,1.678559734,37.288,27.751,35.45941697,1.858216568,37.288,29.215,34.94802151,1.321125958,36.742,31.637,4.770684624,0.297354046,0.282007671,0.145881874,0.247996347,0.145515107,0.097056221,Warm,6/10/2016,16-Jun,10-Jun-16,18.60512219
793,2016SC017_125,AM_2016SC017_125,8.5,6/10/2016,2016,6/9/2016,16-7,2016SC07,SC,AM,118,34.36,37.563,34.581,6.24,21.05,21.04,14:41:16,16.56,31.69280278,9.423983124,45,19.865,31.67305389,8.932044165,45,20.841,40.24811765,5.871470829,45,28.245,31.22106111,7.742709108,45,23.713,39.2481107,5.711193029,45,27.776,23.17548029,2.249324547,27.653,19.865,35.96993785,0.95309785,39.121,30.469,35.73360833,1.926370003,38.616,30.621,34.69864072,2.066426084,38.143,30.621,37.04766912,1.526570742,38.616,31.535,35.33363056,1.678559734,37.288,27.751,35.45941697,1.858216568,37.288,29.215,34.94802151,1.321125958,36.742,31.637,4.770684624,0.297354046,0.282007671,0.145881874,0.247996347,0.145515107,0.097056221,Warm,6/10/2016,16-Jun,10-Jun-16,7.082591412
794,2016SC017_126,AM_2016SC017_126,7.1,6/11/2016,2016,6/10/2016,16-10,2016SC010,SC,AM,138,33.495,37.398,34.144,6.24,21.05,21.05,14:41:03,17.12,32.38400972,9.452023336,45,21.175,32.91662874,9.475020042,45,21.223,40.79912868,5.562344058,45,28.419,31.69280278,9.423983124,45,19.865,40.24811765,5.871470829,45,28.245,23.88460932,1.938413614,28.171,21.175,35.77968765,1.294118625,39.121,29.515,35.38230278,2.093892926,38.337,28.518,34.23656886,2.970208294,37.453,28.518,36.61895956,1.252857658,38.337,31.74,35.73360833,1.926370003,38.616,30.621,37.04766912,1.526570742,38.616,31.535,35.57060932,1.018988401,36.796,33.495,4.927253685,0.291873163,0.287849042,0.136334874,0.297354046,0.145881874,0.081157434,Warm,6/11/2016,16-Jun,11-Jun-16,7.049441778
795,2016SC017_126,PM_2016SC017_126,19.12,6/11/2016,2016,6/10/2016,16-10,2016SC010,SC,PM,138,33.495,37.398,34.144,6.24,21.05,21.05,14:41:03,17.12,32.38400972,9.452023336,45,21.175,32.91662874,9.475020042,45,21.223,40.79912868,5.562344058,45,28.419,31.69280278,9.423983124,45,19.865,40.24811765,5.871470829,45,28.245,23.88460932,1.938413614,28.171,21.175,35.77968765,1.294118625,39.121,29.515,35.38230278,2.093892926,38.337,28.518,34.23656886,2.970208294,37.453,28.518,36.61895956,1.252857658,38.337,31.74,35.73360833,1.926370003,38.616,30.621,37.04766912,1.526570742,38.616,31.535,35.57060932,1.018988401,36.796,33.495,4.927253685,0.291873163,0.287849042,0.136334874,0.297354046,0.145881874,0.081157434,Warm,6/11/2016,16-Jun,11-Jun-16,18.50190465
796,2016SC017_127,PM_2016SC017_127,18.36,7/12/2016,2016,7/11/2016,16-48,2016BW048,BW,PM,102,36.552,36.878,32.974,6.24,21.05,21.05,14:40:46,16.36,31.99504028,9.561123189,45,20.46,32.88590419,9.188515618,45,20.698,40.50830882,5.726887168,45,27.579,32.38400972,9.452023336,45,21.175,40.79912868,5.562344058,45,28.419,23.52953405,2.248794482,28.27,20.46,36.04728652,0.733639037,38.449,32.253,34.63824583,1.323378301,36.987,30.217,34.79738922,0.750004866,36.471,33.548,35.44018382,1.468070661,36.987,30.217,35.38230278,2.093892926,38.337,28.518,36.61895956,1.252857658,38.337,31.74,33.821681,1.21959916,36.498,30.925,4.624972813,0.298831416,0.279405899,0.141375617,0.291873163,0.136334874,0.095573269,Warm,7/12/2016,16-Jul,12-Jul-16,17.8014017
797,2016SC017_128,PM_2016SC017_128,18,7/21/2016,2016,7/20/2016,16-55,2016BW055,BW,PM,118,39.743,37.893,35.202,6.25,21.05,21.04,14:40:25,16,31.84524028,10.31719719,45,19.365,32.32880838,10.22181676,45,19.365,41.30482721,5.217105428,45,29.865,31.99504028,9.561123189,45,20.46,40.55601845,5.68307013,45,27.677,22.30314643,2.067337646,27.53,19.436,36.0435569,0.681787685,37.728,34.492,35.95035694,1.269112522,38.309,32.021,35.86491018,1.201454384,37.343,32.021,36.82940441,1.131919846,38.309,33.757,34.63824583,1.323378301,36.987,30.217,35.44074539,1.470757529,36.987,30.217,34.55528929,0.712231411,35.716,33.157,4.770684624,0.323979254,0.316182912,0.126307402,0.298831416,0.140128897,0.092692646,Warm,7/21/2016,16-Jul,21-Jul-16,17.25914716
798,2016SC018_110,AM_2016SC018_110,6.27,6/26/2016,2016,6/25/2016,16-25,2016SC025,SC,AM,156,33.521,37.398,33.601,6.22,21,20.59,14:38:23,16.53,29.77394167,8.798069928,45,20.627,25.71388166,5.535713511,45,21.318,39.24508148,6.031367829,45,27.308,34.32337014,8.284452223,45,21.461,39.35298141,6.366349689,45,26.72,22.78878648,1.724947974,26.622,20.627,36.92696798,1.320106782,40.114,31.689,34.93754306,2.197234095,37.48,25.137,33.30454438,3.50362234,36.417,25.137,35.97304444,1.399940356,37.48,30.697,34.82219632,3.054162483,37.178,22.25,36.2022342,0.456360089,37.178,34.969,34.77297509,0.532608275,36.039,33.73,5.049856007,0.295495639,0.21528113,0.153684681,0.241364767,0.161775537,0.07569284,Middle,6/26/2016,16-Jun,26-Jun-16,7.448396068
799,2016SC018_110,PM_2016SC018_110,18.53,6/26/2016,2016,6/25/2016,16-25,2016SC025,SC,PM,156,33.521,37.398,33.601,6.22,21,20.59,14:38:23,16.53,29.77394167,8.798069928,45,20.627,25.71388166,5.535713511,45,21.318,39.24508148,6.031367829,45,27.308,34.32337014,8.284452223,45,21.461,39.35298141,6.366349689,45,26.72,22.78878648,1.724947974,26.622,20.627,36.92696798,1.320106782,40.114,31.689,34.93754306,2.197234095,37.48,25.137,33.30454438,3.50362234,36.417,25.137,35.97304444,1.399940356,37.48,30.697,34.82219632,3.054162483,37.178,22.25,36.2022342,0.456360089,37.178,34.969,34.77297509,0.532608275,36.039,33.73,5.049856007,0.295495639,0.21528113,0.153684681,0.241364767,0.161775537,0.07569284,Middle,6/26/2016,16-Jun,26-Jun-16,18.33090968
800,2016SC018_111,AM_2016SC018_111,9.55,6/10/2016,2016,6/9/2016,16-18,2016SC018,SC,AM,80,24.823,36.362,31.938,6.22,21.01,21,14:38:57,7.55,27.41350556,6.753183986,43.586,19.127,25.13014201,4.995333009,36.498,19.912,34.06424815,5.367619708,43.586,25.234,29.77394167,8.798069928,45,20.627,39.24508148,6.031367829,45,27.308,23.10844484,2.533609515,27.308,19.127,31.58177024,3.706931302,36.824,22.968,34.82247083,1.30667676,36.498,28.941,33.53075148,1.815917441,36.362,28.941,35.6692037,0.487935145,36.498,34.492,34.93754306,2.197234095,37.48,25.137,35.97304444,1.399940356,37.48,30.697,34.89465836,0.792840709,36.498,33.548,4.382026635,0.246345144,0.198778543,0.157573409,0.295495639,0.153684681,0.109639984,Cool,6/10/2016,16-Jun,10-Jun-16,7.245338551
801,2016SC018_112,AM_2016SC018_112,7.23,6/11/2016,2016,6/10/2016,16-18,2016SC018,SC,AM,84,21.437,32.898,28.514,6.22,21.01,21,14:39:27,5.23,30.14452361,9.534801986,45,20.269,28.89611834,7.757324593,45,20.293,39.5189,6.558986568,45,26.036,27.41350556,6.753183986,43.586,19.127,34.06424815,5.367619708,43.586,25.234,22.01330961,1.386296477,25.162,20.269,32.91171822,3.351220261,37.178,21.413,35.23160278,2.146023943,37.343,26.646,32.95809467,3.266611025,36.2,26.646,36.59748519,0.325822103,37.343,35.904,34.82247083,1.30667676,36.498,28.941,35.6692037,0.487935145,36.498,34.492,35.18037722,0.540269285,36.96,34.44,4.430816799,0.316302958,0.268455593,0.165970879,0.246345144,0.157573409,0.062975377,Middle,6/11/2016,16-Jun,11-Jun-16,7.552351181
802,2016SC018_113,AM_2016SC018_113,6.13,6/12/2016,2016,6/11/2016,16-18,2016SC018,SC,AM,138,18.699,35.075,29.009,6.22,21.02,21.01,14:39:54,4.13,30.49570139,10.06267567,45,18.39,28.69910651,8.720881111,45,18.39,40.46533579,5.905306178,45,28.196,30.14452361,9.534801986,45,20.269,39.5189,6.558986568,45,26.036,21.02580357,1.883175483,25.914,18.509,33.25696893,3.07581497,36.769,21.342,35.18096667,2.589239133,37.645,25.113,32.4089645,3.878151291,35.985,25.113,36.92626937,0.436825855,37.645,35.85,35.23160278,2.146023943,37.343,26.646,36.59748519,0.325822103,37.343,35.904,35.11721071,0.622504436,36.444,34.019,4.927253685,0.329970298,0.303872914,0.145934936,0.316302958,0.165970879,0.089564971,Middle,6/12/2016,16-Jun,12-Jun-16,7.134727957
803,2016SC018_114,PM_2016SC018_114,17.53,6/22/2016,2016,6/21/2016,16-20,2016BW020,BW,PM,200,34.889,36.444,33.489,6.22,21.02,21.01,14:40:19,15.53,27.71410833,8.299123767,45,17.653,24.70928994,3.980816419,36.119,20.126,35.72235424,7.812698267,45,18.438,30.49570139,10.06267567,45,18.39,40.51077778,5.868610641,45,28.245,23.38815357,3.074595192,28.072,17.653,36.92295669,1.248164787,40.114,34.677,33.10569722,2.659863438,36.444,23.28,30.73410651,3.893122116,35.315,23.28,34.33221033,1.192342147,36.444,29.79,35.18096667,2.589239133,37.645,25.113,36.92895926,0.435382678,37.645,35.85,34.18147857,2.028312131,36.688,29.29,5.298317367,0.299454836,0.161106063,0.218706142,0.329970298,0.144865415,0.131459509,Cool,6/22/2016,16-Jun,22-Jun-16,17.16338058
804,2016SC018_114,AM_2016SC018_114,7.25,6/22/2016,2016,6/21/2016,16-20,2016BW020,BW,AM,200,34.889,36.444,33.489,6.22,21.02,21.01,14:40:19,15.53,27.71410833,8.299123767,45,17.653,24.70928994,3.980816419,36.119,20.126,35.72235424,7.812698267,45,18.438,30.49570139,10.06267567,45,18.39,40.51077778,5.868610641,45,28.245,23.38815357,3.074595192,28.072,17.653,36.92295669,1.248164787,40.114,34.677,33.10569722,2.659863438,36.444,23.28,30.73410651,3.893122116,35.315,23.28,34.33221033,1.192342147,36.444,29.79,35.18096667,2.589239133,37.645,25.113,36.92895926,0.435382678,37.645,35.85,34.18147857,2.028312131,36.688,29.29,5.298317367,0.299454836,0.161106063,0.218706142,0.329970298,0.144865415,0.131459509,Cool,6/22/2016,16-Jun,22-Jun-16,7.203158839
805,2016SC018_115,AM_2016SC018_115,10.07,6/14/2016,2016,6/13/2016,16-18,2016SC018,SC,AM,46,25.21,34.229,28.933,6.22,21.02,21.02,14:40:40,8.07,27.99339167,8.3476024,45,18.747,24.44650296,3.760070785,34.308,20.317,36.82629151,6.690060923,45,25.113,27.71410833,8.299123767,45,17.653,35.72235424,7.812698267,45,18.438,20.67018214,0.70637538,21.987,18.747,32.17886911,3.529324344,36.851,22.968,34.43093889,1.316120666,36.525,26.818,33.3707574,2.143782881,35.77,26.818,35.14742066,0.560950582,36.525,33.992,33.10569722,2.659863438,36.444,23.28,34.33221033,1.192342147,36.444,29.79,33.88422857,0.618838504,35.368,32.098,3.828641396,0.298199036,0.153808125,0.181665344,0.299454836,0.218706142,0.034173641,Cool,6/14/2016,16-Jun,14-Jun-16,7.32024873
806,2016SC018_116,AM_2016SC018_116,6.59,6/15/2016,2016,6/14/2016,16-18,2016SC018,SC,AM,110,21.891,34.492,28.367,6.22,21.03,21.02,14:40:58,4.59,30.33714861,8.562131903,45,21.652,26.95902367,5.138711703,39.971,21.652,39.41805535,6.224399379,45,28.023,27.99339167,8.3476024,45,18.747,36.82629151,6.690060923,45,25.113,23.02614643,0.786361224,25.089,21.724,33.25420904,3.169774608,37.015,21.342,34.55956667,2.08484617,36.552,26.158,32.31460355,3.177680998,35.262,26.158,35.89961255,0.35700162,36.552,35.182,34.43093889,1.316120666,36.525,26.818,35.14742066,0.560950582,36.525,33.992,34.54021786,0.371972971,35.235,34.045,4.700480366,0.282232586,0.190611936,0.157907317,0.298199036,0.181665344,0.034150796,Middle,6/15/2016,16-Jun,15-Jun-16,7.312970304
807,2016SC018_117,PM_2016SC018_117,17.23,6/16/2016,2016,6/15/2016,16-18,2016SC018,SC,PM,186,20.674,33.809,27.864,6.22,21.03,21.02,14:41:13,5.25,30.26388194,9.330211934,45,19.341,27.12018343,6.785619575,42.803,19.77,39.95171218,6.257625265,45,27.235,30.33714861,8.562131903,45,21.652,39.41805535,6.224399379,45,28.023,22.76148929,2.371461165,27.924,19.341,32.8727189,3.371987607,37.178,21.437,34.36272778,2.239180017,36.851,25.671,31.96046746,3.394475201,35.208,25.671,35.73301107,0.552085249,36.851,34.308,34.55956667,2.08484617,36.552,26.158,35.89961255,0.35700162,36.552,35.182,34.45933929,0.56568857,35.448,33.365,5.225746674,0.308295279,0.250205519,0.156629714,0.282232586,0.157907317,0.104187434,Middle,6/16/2016,16-Jun,16-Jun-16,18.60124319
808,2016SC018_117,AM_2016SC018_117,7.25,6/16/2016,2016,6/15/2016,16-18,2016SC018,SC,AM,186,20.674,33.809,27.864,6.22,21.03,21.02,14:41:13,5.25,30.26388194,9.330211934,45,19.341,27.12018343,6.785619575,42.803,19.77,39.95171218,6.257625265,45,27.235,30.33714861,8.562131903,45,21.652,39.41805535,6.224399379,45,28.023,22.76148929,2.371461165,27.924,19.341,32.8727189,3.371987607,37.178,21.437,34.36272778,2.239180017,36.851,25.671,31.96046746,3.394475201,35.208,25.671,35.73301107,0.552085249,36.851,34.308,34.55956667,2.08484617,36.552,26.158,35.89961255,0.35700162,36.552,35.182,34.45933929,0.56568857,35.448,33.365,5.225746674,0.308295279,0.250205519,0.156629714,0.282232586,0.157907317,0.104187434,Middle,6/16/2016,16-Jun,16-Jun-16,7.280761531
809,2016SC018_118,AM_2016SC018_118,7.55,6/17/2016,2016,6/16/2016,16-18,2016SC018,SC,AM,82,22.657,35.022,29.702,6.22,21.03,21.03,14:41:24,5.55,31.85315,8.915738324,45,20.317,28.50581065,7.399834209,45,20.317,41.02326568,5.642080995,45,29.215,30.26388194,9.330211934,45,19.341,39.95171218,6.257625265,45,27.235,24.34105018,1.610107087,27.136,20.484,32.00737452,3.768993971,37.178,21.437,34.93710417,1.675261285,36.987,27.579,33.32888166,2.588016442,35.529,27.579,36.061631,0.427891173,36.987,35.422,34.36272778,2.239180017,36.851,25.671,35.73301107,0.552085249,36.851,34.308,34.87011111,0.450324174,35.636,33.783,4.406719247,0.279901307,0.25959038,0.137533687,0.308295279,0.156629714,0.066147807,Warm,6/17/2016,16-Jun,17-Jun-16,7.165444453
